Var	Rank	Full_name	Par_name	Legend	Units	Org_units	Scale	Shading	Processing	Round
stkUseSfWt	88	Livestock water withdrawal from surface water	Livestock Water Withdrawal	['RainbowRB(0:10)', 'RainbowRB(0:100)', 'RainbowRB(0:1000)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
stkUseGrWt	89	Livestock water withdrawal from all groundwater types	Livestock Water Withdrawal	['RainbowRB(0:10)', 'RainbowRB(0:100)', 'RainbowRB(0:1000)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
stkUseLoc	90	Livestock local surface withdrawal	Livestock Water Withdrawal	['RainbowRB(0:10)', 'RainbowRB(0:100)', 'RainbowRB(0:1000)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
stkUseRmt	91	Livestock remote surface withdrawal	Livestock Water Withdrawal	['RainbowRB(0:10)', 'RainbowRB(0:100)', 'RainbowRB(0:1000)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
stkFlowOrig	92	Origin of remote livestock water	Livestock Water Withdrawal	['RainbowRB(0:10)', 'RainbowRB(0:100)', 'RainbowRB(0:1000)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
stkUseProvX	93	Origin of remote livestock water, X	Column	['Rainbow(0:2000)', 'Rainbow(0:2000)', 'Rainbow(0:2000)']	['col', 'col', 'col']	['col', 'col', 'col']	['', '', '']	5:0		%d
stkUseProvY	94	Origin of remote livestock water, Y	Row	['Rainbow(0:2000)', 'Rainbow(0:2000)', 'Rainbow(0:2000)']	['col', 'col', 'col']	['col', 'col', 'col']	['', '', '']	5:0		%d
stkUseSGW	93	Livestock water withdrawal from shallow groundwater	Livestock Water Withdrawal	['RainbowRB(0:10)', 'RainbowRB(0:100)', 'RainbowRB(0:1000)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
stkUseAqf	94	Livestock water withdrawal from aquifer	Livestock Water Withdrawal	['RainbowRB(0:10)', 'RainbowRB(0:100)', 'RainbowRB(0:1000)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
irrArea	95	Irrigated cropland area	Irrigation	['DarkGreen(0:1)','DarkGreen(0:1)','DarkGreen(0:1)']	['km2/pixel', 'km2/pixel', 'km2/pixel']	['km2/pixel', 'km2/pixel', 'km2/pixel']	['', '', '']	5:0		%.2f
irrFactor	96	Ratio of delivered to requested irrigation water	Irrigation Factor	['DarkGreen(0:1)','DarkGreen(0:1)','DarkGreen(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
nonIrrArea	97	Rainfed and Fallow cropland area	Irrigation	['DarkGreen(0:1)','DarkGreen(0:1)','DarkGreen(0:1)']	['km2/pixel', 'km2/pixel', 'km2/pixel']	['km2/pixel', 'km2/pixel', 'km2/pixel']	['', '', '']	5:0		%.2f
cropArea	98	Cropland area	Irrigation	['DarkGreen(0:1)','DarkGreen(0:1)','DarkGreen(0:1)']	['km2/pixel', 'km2/pixel', 'km2/pixel']	['km2/pixel', 'km2/pixel', 'km2/pixel']	['', '', '']	5:0		%.2f
cropAreaFrac	99	Cropland area fraction	Irrigation	['DarkGreen(0:1)','DarkGreen(0:1)','DarkGreen(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
irrigationGross	100	Gross Irrigation	Irrigation	['RainbowRB(0:10)', 'RainbowRB(0:100)', 'RainbowRB(0:1000)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
irrGross_km2	101	Gross Irrigation per irrigated km2	Irrigation	['RainbowRB(0:2000)', 'RainbowRB(0:1e5)', 'RainbowRB(0:1e6)']	['m3/km2/day', 'm3/km2/month', 'm3/km2/year']	['m3/km2/day', 'm3/km2/day', 'm3/km2/day']	['', 30, 365]	5:0		%.0f
irrigationNet	102	Evapotranspiration	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
irrNet_km2	103	Evapotranspiration per irrigated km2	Irrigation	['RainbowRB(0:2000)', 'RainbowRB(0:1e5)', 'RainbowRB(0:1e6)']	['m3/km2/day', 'm3/km2/month', 'm3/km2/year']	['m3/km2/day', 'm3/km2/day', 'm3/km2/day']	['', 30, 365]	5:0		%.0f
irrigationFlow	104	Irrigation from Flow	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
irrigationGrwt	105	Irrigation from Ground Water	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
irrFlowLoc	106	Irrigation local surface withdrawal	Irrigation Water Withdrawal	['RainbowRB(0:10)', 'RainbowRB(0:100)', 'RainbowRB(0:1000)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
irrFlowRmt	107	Irrigation remote surface withdrawal	Irrigation Water Withdrawal	['RainbowRB(0:10)', 'RainbowRB(0:100)', 'RainbowRB(0:1000)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
irrFlowOrig	108	Origin of remote irrigation water	Irrigation Water Withdrawal	['RainbowRB(0:10)', 'RainbowRB(0:100)', 'RainbowRB(0:1000)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
irrFlowProvX	109	Origin of remote irrigation water, X	Column	['Rainbow(0:2000)', 'Rainbow(0:2000)', 'Rainbow(0:2000)']	['col', 'col', 'col']	['col', 'col', 'col']	['', '', '']	5:0		%d
irrFlowProvY	110	Origin of remote irrigation water, Y	Row	['Rainbow(0:2000)', 'Rainbow(0:2000)', 'Rainbow(0:2000)']	['col', 'col', 'col']	['col', 'col', 'col']	['', '', '']	5:0		%d
irrigationAqf	111	Irrigation from Aquifer Water	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
irrigationExtra	112	Irrigation from Unsustainable Water	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
irrDemandTotal	113	Irrigation Denamd Total	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
irrDemand_km2	114	Irrigation Denamd per irrigated km2	Irrigation	['RainbowRB(0:2000)', 'RainbowRB(0:1e5)', 'RainbowRB(0:1e6)']	['m3/km2/day', 'm3/km2/month', 'm3/km2/year']	['m3/km2/day', 'm3/km2/day', 'm3/km2/day']	['', 30, 365]	5:0		%.0f
irrPotenlTotal	115	Potential Irrigation for all crops	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
addedWater	116	Added water to rice crops	Added water	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
ricePaddyStrg	117	Irrigation water in flooded rice paddies (storage)	Rice paddy storage	['RainbowRB(0:100)', 'RainbowRB(0:100)', 'RainbowRB(0:100)']	['mm', 'mm', 'mm']	['mm', 'mm', 'mm']	['', '', '']	5:0		%.2f
smResStrg	118	Storage in small irrigation reservoirs	Storage	['Rainbow(0.001:100)Log', 'Rainbow(0.001:100)Log', 'Rainbow(0.001:100)Log']	['mm', 'mm', 'mm']	['mm', 'mm', 'mm']	['', '', '']	5:0	log:zero	%.2f
sirIrrTaken	119	Water used from small irrigation reservoirs	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
sirEvap	120	Evaporation from small irrigation reservoirs	Evaporation	['RainbowRB(0:10)', 'RainbowRB(0:100)', 'RainbowRB(0:1000)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
irrWaterEvap	121	Evaporation from inefficient irrigation	Irr Water Evap	['Rainbow(0.1:10)Log', 'Rainbow(0.1:10)Log', 'Rainbow(0.1:10)Log']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
irrPercRice	122	Percolation from rice paddy	Irr Percolation, Rice	['Rainbow(0.1:10)Log', 'Rainbow(0.1:10)Log', 'Rainbow(0.1:10)Log']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
irrPercIneff	123	Percolation from inefficient irrigation	Irr Percolation, Inefficient	['Rainbow(0.1:10)Log', 'Rainbow(0.1:10)Log', 'Rainbow(0.1:10)Log']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
irrRunoff	123	Runoff from inefficient irrigation	Irr Runoff, Inefficient	['RainbowRB(0:10)', 'RainbowRB(0:100)', 'RainbowRB(0:1000)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
irrPercDeliv	124	Percolation from inefficient conveyances	Irr Percolation, Delivery	['RainbowRB(0:10)', 'RainbowRB(0:100)', 'RainbowRB(0:1000)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
streamAge	125	Stream Age (water residence time)	Stream Age	['RainbowRB(0:200)', 'RainbowRB(0:200)', 'RainbowRB(0:200)']	['days', 'days', 'days']	['days', 'days', 'days']	['', '', '']	5:0		%.1f
runoff_sm	126	Snowment Fraction in Runoff	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
runoff_gm	127	Glacial Melt Fraction in Runoff	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
runoff_rr	128	Rainstorm Fraction in Runoff	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
runoff_bf	129	Baseflow Fraction in Runoff	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
runoffStg_sm	130	Snowment Fraction in Runoff Storage	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
runoffStg_gm	131	Glacial Melt Fraction in Runoff Storage	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
runoffStg_rr	132	Rainstorm Fraction in Runoff Storage	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
runoffStg_bf	133	Baseflow Fraction in Runoff Storage	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
discharge_sm	134	Snowment Fraction in Discharge	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
discharge_gm	135	Glacial Melt Fraction in Discharge	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
discharge_rr	136	Rainstorm Fraction in Discharge	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
discharge_bf	137	Baseflow Fraction in Discharge	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
runoff_ps	138	Snowment Fraction in Runoff (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
runoff_pg	139	Glacial Melt Fraction in Runoff (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
runoff_pgi	140	Glacial Ice Melt Fraction in Runoff (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
runoff_pgn	141	Glacial Non-Ice Melt Fraction in Runoff Storage (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
runoff_pr	142	Rainwater Fraction in Runoff (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
runoff_pu	143	Unsustainable water Fraction in Runoff (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
runoffStg_ps	144	Snowment Fraction in Runoff Storage (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
runoffStg_pg	145	Glacial Melt Fraction in Runoff Storage (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
runoffStg_pgi	146	Glacial Ice Melt Fraction in Runoff Storage (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
runoffStg_pgn	147	Glacial Non-Ice Melt Fraction in Runoff Storage (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
runoffStg_pr	148	Rainwater Fraction in Runoff Storage (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
runoffStg_pu	149	Unsustainable water Fraction in Runoff Storage (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
smResStg_ps	150	Snowment Fraction in small reservoirs (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
smResStg_pg	151	Glacial Melt Fraction in small reservoirs (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
smResStg_pgi	152	Glacial Ice Melt Fraction in small reservoirs (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
smResStg_pgn	153	Glacial Non-Ice Melt Fraction in small reservoirs (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
smResStg_pr	154	Rainwater Fraction in small reservoirs (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
smResStg_pu	155	Unsustainable water Fraction in small reservoirs (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
discharge_ps	156	Snowment Fraction in Discharge (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
discharge_pg	157	Glacial Melt Fraction in Discharge (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
discharge_pgi	158	Glacial Ice Melt Fraction in Discharge (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
discharge_pgn	159	Glacial Non-Ice Melt Fraction in Discharge (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
discharge_pr	160	Rainwater Fraction in Discharge (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
discharge_pu	161	Unsustainable water Fraction in Discharge (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
grndWater_ps	162	Snowment Fraction in Groundwater (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
grndWater_pg	163	Glacial Melt Fraction in Groundwater (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
grndWater_pgi	164	Glacial Ice Melt Fraction in Groundwater (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
grndWater_pgn	165	Glacial Non-Ice Melt Fraction in Groundwater (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
grndWater_pr	166	Rainwater Fraction in Groundwater (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
grndWater_pu	167	Unsustainable water Fraction in Groundwater (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
soilMoist_ps	168	Snowment Fraction in soil moisture (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
soilMoist_pg	169	Glacial Melt Fraction in soil moisture (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
soilMoist_pgi	170	Glacial Ice Melt Fraction in soil moisture (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
soilMoist_pgn	171	Glacial Non-Ice Melt Fraction in soil moisture (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
soilMoist_pr	172	Rainwater Fraction in soil moisture (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
soilMoist_pu	173	Unsustainable water Fraction in soil moisture (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
GrossIrr_ps	174	Snowment Fraction in Gross Irrigation (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
GrossIrr_pg	175	Glacial Melt Fraction in Gross Irrigation  (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
GrossIrr_pgi	176	Glacial Ice Melt Fraction in Gross Irrigation  (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
GrossIrr_pgn	177	Glacial Non-Ice Melt Fraction in Gross Irrigation  (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
GrossIrr_pr	178	Rainwater Fraction in Gross Irrigation  (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
GrossIrr_pu	179	Unsustainable water Fraction in Gross Irrigation  (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
cEndoP_ps	180	Snowment Fraction in endorheic lakes (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
cEndoP_pg	181	Glacial Melt Fraction in endorheic lakes (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
cEndoP_pgi	182	Glacial Ice Melt Fraction in endorheic lakes (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
cEndoP_pgn	183	Glacial Non-Ice Melt Fraction in endorheic lakes (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
cEndoP_pr	184	Rainwater Fraction in endorheic lakes (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
cEndoP_pu	185	Unsustainable water Fraction in endorheic lakes (p)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
runoff_mm_ps	186	Snowment fraction in Runoff (p)	Runoff	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
runoff_mm_pg	187	Glacial Melt fraction in Runoff (p)	Runoff	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
runoff_mm_pgi	188	Glacial Ice Melt fraction in Runoff (p)	Runoff	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
runoff_mm_pgn	189	Glacial Non-Ice Melt fraction in Runoff (p)	Runoff	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
runoff_mm_pr	190	Rainwater fraction in Runoff (p)	Runoff	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
